"Record Length",10000,"Points",-1.70000000e+000,-2.94593735e-007
"Sample Interval",1.00000000e-003,s,-1.69900000e+000,-2.89609360e-007
"Trigger Point",1700,"Samples",-1.69800000e+000,-2.83624985e-007
"Trigger Time",6.47140278e-004,s,-1.69700000e+000,-2.78859361e-007
"",,,-1.69600000e+000,-2.73953111e-007
"Horizontal Offset",-1.70000000e+000,s,-1.69500000e+000,-2.68312486e-007
,,,-1.69400000e+000,-2.63312487e-007
,,,-1.69300000e+000,-2.58484362e-007
,,,-1.69200000e+000,-2.54031237e-007
,,,-1.69100000e+000,-2.48578113e-007
,,,-1.69000000e+000,-2.42812488e-007
,,,-1.68900000e+000,-2.37484363e-007
,,,-1.68800000e+000,-2.31718739e-007
,,,-1.68700000e+000,-2.26109364e-007
,,,-1.68600000e+000,-2.21812489e-007
,,,-1.68500000e+000,-2.16468739e-007
,,,-1.68400000e+000,-2.11531240e-007
,,,-1.68300000e+000,-2.06421865e-007
,,,-1.68200000e+000,-2.01859365e-007
,,,-1.68100000e+000,-1.98203116e-007
,,,-1.68000000e+000,-1.95265616e-007
,,,-1.67900000e+000,-1.91562491e-007
,,,-1.67800000e+000,-1.88703116e-007
,,,-1.67700000e+000,-1.86687491e-007
,,,-1.67600000e+000,-1.83718741e-007
,,,-1.67500000e+000,-1.81609366e-007
,,,-1.67400000e+000,-1.79843742e-007
,,,-1.67300000e+000,-1.77218742e-007
,,,-1.67200000e+000,-1.74812492e-007
,,,-1.67100000e+000,-1.73234367e-007
,,,-1.67000000e+000,-1.71609367e-007
,,,-1.66900000e+000,-1.70453117e-007
,,,-1.66800000e+000,-1.69171867e-007
,,,-1.66700000e+000,-1.68890617e-007
,,,-1.66600000e+000,-1.68234367e-007
,,,-1.66500000e+000,-1.68359367e-007
,,,-1.66400000e+000,-1.68343742e-007
,,,-1.66300000e+000,-1.69562492e-007
,,,-1.66200000e+000,-1.71921867e-007
,,,-1.66100000e+000,-1.73656242e-007
,,,-1.66000000e+000,-1.74859367e-007
,,,-1.65900000e+000,-1.77281242e-007
,,,-1.65800000e+000,-1.80187492e-007
,,,-1.65700000e+000,-1.82578116e-007
,,,-1.65600000e+000,-1.84718741e-007
,,,-1.65500000e+000,-1.87156241e-007
,,,-1.65400000e+000,-1.90484366e-007
,,,-1.65300000e+000,-1.94046866e-007
,,,-1.65200000e+000,-1.97296866e-007
,,,-1.65100000e+000,-2.01078115e-007
,,,-1.65000000e+000,-2.05171865e-007
,,,-1.64900000e+000,-2.09499990e-007
,,,-1.64800000e+000,-2.14796865e-007
,,,-1.64700000e+000,-2.20640614e-007
,,,-1.64600000e+000,-2.26499989e-007
,,,-1.64500000e+000,-2.33609363e-007
,,,-1.64400000e+000,-2.40687488e-007
,,,-1.64300000e+000,-2.47453113e-007
,,,-1.64200000e+000,-2.54453112e-007
,,,-1.64100000e+000,-2.61953112e-007
,,,-1.64000000e+000,-2.69531236e-007
,,,-1.63900000e+000,-2.76421861e-007
,,,-1.63800000e+000,-2.83578110e-007
,,,-1.63700000e+000,-2.91390610e-007
,,,-1.63600000e+000,-2.99390609e-007
,,,-1.63500000e+000,-3.07296859e-007
,,,-1.63400000e+000,-3.15296859e-007
,,,-1.63300000e+000,-3.23578108e-007
,,,-1.63200000e+000,-3.32499983e-007
,,,-1.63100000e+000,-3.41749982e-007
,,,-1.63000000e+000,-3.51703106e-007
,,,-1.62900000e+000,-3.61703106e-007
,,,-1.62800000e+000,-3.71687480e-007
,,,-1.62700000e+000,-3.81546855e-007
,,,-1.62600000e+000,-3.91999979e-007
,,,-1.62500000e+000,-4.00906228e-007
,,,-1.62400000e+000,-4.10749978e-007
,,,-1.62300000e+000,-4.20859352e-007
,,,-1.62200000e+000,-4.30765602e-007
,,,-1.62100000e+000,-4.39890601e-007
,,,-1.62000000e+000,-4.48828101e-007
,,,-1.61900000e+000,-4.58031225e-007
,,,-1.61800000e+000,-4.66687475e-007
,,,-1.61700000e+000,-4.76015599e-007
,,,-1.61600000e+000,-4.83937474e-007
,,,-1.61500000e+000,-4.92562473e-007
,,,-1.61400000e+000,-5.01843722e-007
,,,-1.61300000e+000,-5.10984347e-007
,,,-1.61200000e+000,-5.19296846e-007
,,,-1.61100000e+000,-5.27374971e-007
,,,-1.61000000e+000,-5.35421845e-007
,,,-1.60900000e+000,-5.42437470e-007
,,,-1.60800000e+000,-5.49203095e-007
,,,-1.60700000e+000,-5.55734344e-007
,,,-1.60600000e+000,-5.61234344e-007
,,,-1.60500000e+000,-5.66171844e-007
,,,-1.60400000e+000,-5.70937468e-007
,,,-1.60300000e+000,-5.74843718e-007
,,,-1.60200000e+000,-5.79015593e-007
,,,-1.60100000e+000,-5.82453093e-007
,,,-1.60000000e+000,-5.85390593e-007
,,,-1.59900000e+000,-5.88656217e-007
,,,-1.59800000e+000,-5.91781217e-007
,,,-1.59700000e+000,-5.94296842e-007
,,,-1.59600000e+000,-5.96781217e-007
,,,-1.59500000e+000,-5.98703092e-007
,,,-1.59400000e+000,-6.01109342e-007
,,,-1.59300000e+000,-6.02640591e-007
,,,-1.59200000e+000,-6.03703091e-007
,,,-1.59100000e+000,-6.04015591e-007
,,,-1.59000000e+000,-6.04015591e-007
,,,-1.58900000e+000,-6.04187466e-007
,,,-1.58800000e+000,-6.03937466e-007
,,,-1.58700000e+000,-6.02796841e-007
,,,-1.58600000e+000,-6.00843717e-007
,,,-1.58500000e+000,-5.99671842e-007
,,,-1.58400000e+000,-5.97546842e-007
,,,-1.58300000e+000,-5.95953092e-007
,,,-1.58200000e+000,-5.93531217e-007
,,,-1.58100000e+000,-5.90765592e-007
,,,-1.58000000e+000,-5.89499967e-007
,,,-1.57900000e+000,-5.87374967e-007
,,,-1.57800000e+000,-5.85328093e-007
,,,-1.57700000e+000,-5.82296843e-007
,,,-1.57600000e+000,-5.79406218e-007
,,,-1.57500000e+000,-5.76078093e-007
,,,-1.57400000e+000,-5.72218718e-007
,,,-1.57300000e+000,-5.68031219e-007
,,,-1.57200000e+000,-5.64015594e-007
,,,-1.57100000e+000,-5.59203094e-007
,,,-1.57000000e+000,-5.54312469e-007
,,,-1.56900000e+000,-5.50515595e-007
,,,-1.56800000e+000,-5.45796845e-007
,,,-1.56700000e+000,-5.39906220e-007
,,,-1.56600000e+000,-5.35078096e-007
,,,-1.56500000e+000,-5.30359346e-007
,,,-1.56400000e+000,-5.25484346e-007
,,,-1.56300000e+000,-5.20999971e-007
,,,-1.56200000e+000,-5.16312472e-007
,,,-1.56100000e+000,-5.11671847e-007
,,,-1.56000000e+000,-5.07453097e-007
,,,-1.55900000e+000,-5.02468722e-007
,,,-1.55800000e+000,-4.97093723e-007
,,,-1.55700000e+000,-4.91765598e-007
,,,-1.55600000e+000,-4.87499973e-007
,,,-1.55500000e+000,-4.81890599e-007
,,,-1.55400000e+000,-4.76562474e-007
,,,-1.55300000e+000,-4.71031224e-007
,,,-1.55200000e+000,-4.66374975e-007
,,,-1.55100000e+000,-4.60578100e-007
,,,-1.55000000e+000,-4.56640600e-007
,,,-1.54900000e+000,-4.53109350e-007
,,,-1.54800000e+000,-4.49249976e-007
,,,-1.54700000e+000,-4.46109351e-007
,,,-1.54600000e+000,-4.43015601e-007
,,,-1.54500000e+000,-4.40546851e-007
,,,-1.54400000e+000,-4.37874976e-007
,,,-1.54300000e+000,-4.36203101e-007
,,,-1.54200000e+000,-4.34328101e-007
,,,-1.54100000e+000,-4.32265602e-007
,,,-1.54000000e+000,-4.30484352e-007
,,,-1.53900000e+000,-4.28984352e-007
,,,-1.53800000e+000,-4.26999977e-007
,,,-1.53700000e+000,-4.24499977e-007
,,,-1.53600000e+000,-4.22562477e-007
,,,-1.53500000e+000,-4.21515602e-007
,,,-1.53400000e+000,-4.21812477e-007
,,,-1.53300000e+000,-4.21124977e-007
,,,-1.53200000e+000,-4.20828102e-007
,,,-1.53100000e+000,-4.21937477e-007
,,,-1.53000000e+000,-4.23515602e-007
,,,-1.52900000e+000,-4.24406227e-007
,,,-1.52800000e+000,-4.25874977e-007
,,,-1.52700000e+000,-4.26921852e-007
,,,-1.52600000e+000,-4.28515602e-007
,,,-1.52500000e+000,-4.29874977e-007
,,,-1.52400000e+000,-4.30921852e-007
,,,-1.52300000e+000,-4.31890602e-007
,,,-1.52200000e+000,-4.32921852e-007
,,,-1.52100000e+000,-4.34328101e-007
,,,-1.52000000e+000,-4.35359351e-007
,,,-1.51900000e+000,-4.36671851e-007
,,,-1.51800000e+000,-4.36953101e-007
,,,-1.51700000e+000,-4.37796851e-007
,,,-1.51600000e+000,-4.39109351e-007
,,,-1.51500000e+000,-4.40703101e-007
,,,-1.51400000e+000,-4.41578101e-007
,,,-1.51300000e+000,-4.42562476e-007
,,,-1.51200000e+000,-4.43718726e-007
,,,-1.51100000e+000,-4.44140601e-007
,,,-1.51000000e+000,-4.44843726e-007
,,,-1.50900000e+000,-4.45312476e-007
,,,-1.50800000e+000,-4.45640601e-007
,,,-1.50700000e+000,-4.45296851e-007
,,,-1.50600000e+000,-4.44249976e-007
,,,-1.50500000e+000,-4.43062476e-007
,,,-1.50400000e+000,-4.41406226e-007
,,,-1.50300000e+000,-4.38343726e-007
,,,-1.50200000e+000,-4.35828101e-007
,,,-1.50100000e+000,-4.32499977e-007
,,,-1.50000000e+000,-4.29296852e-007
,,,-1.49900000e+000,-4.26078102e-007
